pointName,deviceType,deviceId,mapping_pointId,mapping_enosPoint,mapping_status,mapping_confidence,mapping_explanation
HL_CH_2_BaseDemandLimit,HEAT LOAD,HL_CH_2,10102:357,unknown,unmapped,0.1,
HL_CH_3_CoolingLCWSetpoint,HEAT LOAD,HL_CH_3,10102:358,unknown,unmapped,0.1,
HL_CH_3_BaseDemandLimit,HEAT LOAD,HL_CH_3,10102:359,unknown,unmapped,0.1,
CWP_AllCwpDtSp,CHWP,CWP,10102:360,unknown,unmapped,0.1,
CT_Cwst_Sp,CT,CT,10102:367,CT_raw_sp_temp_cwl,mapped,0.7000000000000001,
StageControl_S1_ChwHdrDp_Sp,STAGE CONTROL,StageControl,10102:372,unknown,unmapped,0.1,
StageControl_S2_ChwHdrDp_Sp,STAGE CONTROL,StageControl,10102:373,unknown,unmapped,0.1,
Energy_TotalChwTon,ENERGY,Energy,10102:377,unknown,unmapped,0.1,
Energy_TotalCwTon,ENERGY,Energy,10102:378,unknown,unmapped,0.1,
Energy_ChEnergyEfficiency,ENERGY,Energy,10102:379,unknown,unmapped,0.1,
Energy_ChwpEnergyEfficiency,ENERGY,Energy,10102:380,unknown,unmapped,0.1,
Energy_CwpEnergyEfficiency,ENERGY,Energy,10102:381,unknown,unmapped,0.1,
Energy_CtEnergyEfficiency,ENERGY,Energy,10102:382,unknown,unmapped,0.1,
Energy_SystemEnergyEfficiency,ENERGY,Energy,10102:383,unknown,unmapped,0.1,
Energy_TotalChiller_Elec_kW,ENERGY,Energy,10102:384,unknown,unmapped,0.0,
Energy_TotalChwp_Elec_kW,ENERGY,Energy,10102:385,unknown,unmapped,0.1,
Energy_TotalCwp_Elec_kW,ENERGY,Energy,10102:386,unknown,unmapped,0.1,
Energy_TotalCt_Elec_kW,ENERGY,Energy,10102:387,unknown,unmapped,0.1,
Energy_ChPlant_Elec_kW,ENERGY,Energy,10102:388,unknown,unmapped,0.1,
Energy_HeatBalance,ENERGY,Energy,10102:389,unknown,unmapped,0.1,
HGM_10102,MISCELLANEOUS,HGM_10102,10102:10102,unknown,unmapped,0.1,
